"EDO","MUN","DESCRIP"
"20","1447",SANTO DOMINGO TONALTEPEC
"20","1448",SANTO DOMINGO YANHUITLAN
"20","1449",SANTO DOMINGO YODOHINO
"20","1450",SANTOS REYES TEPEJILLO
"20","1451",SANTOS REYES YUCUNA
"20","1452",SANTO TOMAS OCOTEPEC
"20","1453",SAN VICENTE NUÑU
"20","1454",SILACAYOAPAM
"20","1455",VILLA DE TAMAZULAPAM DEL PROGRESO
"20","1456",TEOTONGO
"20","1457",TEPELMEME VILLA DE MORELOS
"20","1458",TEZOATLAN DE SEGURA Y LUNA
"20","1459",TLACOTEPEC PLUMAS
"20","1460","TRINIDAD VISTA HERMOSA, LA"
"20","1461",MAGDALENA YODOCONO DE PORFIRIO DIAZ
"20","1462",YUTANDUCHI DE GUERRERO
"20","1463",ZAPOTITLAN LAGUNAS
"20","1464",ZAPOTITLAN PALMAS
"20","1465",SANTA INES DE ZARAGOZA
"20","1466",ABEJONES
"20","1467",ASUNCION CACALOTEPEC
"20","1468",ASUNCION TLACOLULITA
"20","1469",TAMAZULAPAM DEL ESPIRITU SANTO
"20","1470",GUELATAO DE JUAREZ
"20","1471",VILLA HIDALGO
"20","1472",IXTLAN DE JUAREZ
"20","1473",MAGDALENA TEITIPAC
"20","1474",MIXISTLAN DE LA REFORMA
"20","1475",NATIVIDAD
"20","1476",NEJAPA DE MADERO
"20","1477",SANTA CATARINA QUIOQUITANI
"20","1478",ROJAS DE CUAUHTEMOC
"20","1479",SAN ANDRES SOLAGA
"20","1480",SAN ANDRES YAA
"20","1481",SAN BALTAZAR YATZACHI EL BAJO
"20","1482",SAN BARTOLOME QUIALANA
"20","1483",SAN BARTOLOME ZOOGOCHO
"20","1484",SAN BARTOLO YAUTEPEC
"20","1485",SAN CARLOS YAUTEPEC
"20","1486",SAN CRISTOBAL LACHIRIOAG
"20","1487",SAN DIONISIO OCOTEPEC
"20","1488",SAN FRANCISCO CAJONOS
"20","1489",SAN FRANCISCO LACHIGOLO
"20","1490",SAN ILDEFONSO VILLA ALTA
"20","1491",SAN JUAN ATEPEC
"20","1492",SAN JUAN COTZOCON
"20","1493",SAN JUAN CHICOMEZUCHIL
"20","1494",SAN JUAN DEL RIO
"20","1495",SAN JUAN EVANGELISTA ANALCO
"20","1496",SAN JUAN GUELAVIA
"20","1497",SAN JUAN JUQUILA MIXES
"20","1498",SAN JUAN JUQUILA VIJANOS
"20","1499",SAN JUAN LAJARCIA
"20","1500",SAN JUAN MAZATLAN
"20","1501",SAN JUAN QUIOTEPEC
"20","1502",SAN JUAN TABAA
"20","1503",SAN JUAN TEITIPAC
"20","1504",SAN JUAN YAE
"20","1505",SAN JUAN YATZONA
"20","1506",SAN LORENZO ALBARRADAS
"20","1507",SAN LUCAS CAMOTLAN
"20","1508",SAN LUCAS QUIAVINI
"20","1509",SAN MATEO CAJONOS
"20","1510",CAPULALPAM DE MENDEZ
"20","1511",SAN MELCHOR BETAZA
"20","1512",SAN MIGUEL ALOAPAM
"20","1513",SAN MIGUEL AMATLAN
"20","1514",SAN MIGUEL DEL RIO
"20","1515",SAN MIGUEL QUETZALTEPEC
"20","1516",SAN MIGUEL TALEA DE CASTRO
"20","1517",SAN MIGUEL YOTAO
"20","1518",SAN PABLO MACUILTIANGUIS
"20","1519",SAN PABLO VILLA DE MITLA
"20","1520",SAN PABLO YAGANIZA
"20","1521",SAN PEDRO CAJONOS
"20","1522",SAN PEDRO MARTIR QUIECHAPA
"20","1523",SAN PEDRO OCOTEPEC
"20","1524",SAN PEDRO QUIATONI
"20","1525",SAN PEDRO TOTOLAPA
"20","1526",SAN PEDRO YANERI
"20","1527",SAN PEDRO YOLOX
"20","1528",SAN PEDRO Y SAN PABLO AYUTLA
"20","1529",SAN SEBASTIAN ABASOLO
"20","1530",SAN SEBASTIAN TEITIPAC
"20","1531",SANTA ANA DEL VALLE
"20","1532",SANTA ANA TAVELA
"20","1533",SANTA ANA YARENI
"20","1534",SANTA CATALINA QUIERI
"20","1535",SANTA CATARINA IXTEPEJI
"20","1536",SANTA CATARINA LACHATAO
"20","1537",SANTA CRUZ PAPALUTLA
"20","1538",SANTA MARIA ALOTEPEC
"20","1539",SANTA MARIA ECATEPEC
"20","1540",SANTA MARIA GUELACE
"20","1541",SANTA MARIA JALTIANGUIS
"20","1542",SANTA MARIA QUIEGOLANI
"20","1543",SANTA MARIA TEMAXCALAPA
"20","1544",SANTA MARIA TEPANTLALI
"20","1545",SANTA MARIA TLAHUITOLTEPEC
"20","1546",SANTA MARIA YALINA
"20","1547",SANTA MARIA YAVESIA
"20","1548",SANTA MARIA ZOQUITLAN
"20","1549",SANTIAGO ATITLAN
"20","1550",SANTIAGO CAMOTLAN
"20","1551",SANTIAGO COMALTEPEC
"20","1552",SANTIAGO IXCUINTEPEC
"20","1553",SANTIAGO LALOPA
"20","1554",SANTIAGO LAXOPA
"20","1555",SANTIAGO MATATLAN
"20","1556",SANTIAGO XIACUI
"20","1557",SANTIAGO ZACATEPEC
"20","1558",SANTIAGO ZOOCHILA
"20","1559",NUEVO ZOQUIAPAM
"20","1560",SANTO DOMINGO ALBARRADAS
"20","1561",SANTO DOMINGO ROAYAGA
"20","1562",SANTO DOMINGO TEPUXTEPEC
"20","1563",SANTO DOMINGO XAGACIA
"20","1564",TANETZE DE ZARAGOZA
"20","1565",TEOCOCUILCO DE MARCOS PEREZ
"20","1566",TEOTITLAN DEL VALLE
"20","1567",SAN JERONIMO TLACOCHAHUAYA
"20","1568",TLACOLULA DE MATAMOROS
"20","1569",TOTONTEPEC VILLA DE MORELOS
"20","1570",VILLA DIAZ ORDAZ
"20","1571",SE IGNORA
"21","1572",AHUAZOTEPEC
"21","1573",CHICONCUAUTLA
"21","1574",CHILA  HONEY
"21","1575",FRANCISCO Z. MENA
"21","1576",HUAUCHINANGO
"21","1577",JALPAN
"21","1578",JOPALA
"21","1579",JUAN GALINDO
"21","1580",NAUPAN
"21","1581",PAHUATLAN
"21","1582",PANTEPEC
"21","1583",SAN JOSE MIAHUATLAN
"21","1584",TLACUILOTEPEC
"21","1585",TLAOLA
"21","1586",TLAXCO
"21","1587",VENUSTIANO CARRANZA
"21","1588",XICOTEPEC
"21","1589",ZIHUATEUTLA
"21","1590",AHUACATLAN
"21","1591",AMIXTLAN
"21","1592",AQUIXTLA
"21","1593",CAMOCUAUTLA
"21","1594",COATEPEC
"21","1595",CUAUTEMPAN
"21","1596",CHIGNAHUAPAN
"21","1597",HERMENEGILDO GALEANA
"21","1598",IXTACAMAXTITLAN
"21","1599",SAN FELIPE TEPATLAN
"21","1600",TEPANGO DE RODRIGUEZ
"21","1601",TEPETZINTLA
"21","1602",TETELA DE OCAMPO
"21","1603",TLAPACOYA
"21","1604",ZACATLAN
"21","1605",ACATENO
"21","1606",ATEMPAN
"21","1607",AYOTOXCO DE GUERRERO
"21","1608",CAXHUACAN
"21","1609",CUETZALAN DEL PROGRESO
"21","1610",CHIGNAUTLA
"21","1611",HUEHUETLA
"21","1612",HUEYAPAN
"21","1613",HUEYTAMALCO
"21","1614",HUEYTLALPAN
"21","1615",HUITZILAN DE SERDAN
"21","1616",IGNACIO ALLENDE
"21","1617",IXTEPEC
"21","1618",NAUZONTLA
"21","1619",OLINTLA
"21","1620",TENAMPULCO
"21","1621",TETELES DE AVILA CASTILLO
"21","1622",TEZIUTLAN
"21","1623",TLATLAUQUITEPEC
"21","1624",TUZAMAPAN DE GALEANA
"21","1625",XIUTETELCO
"21","1626",XOCHIAPULCO
"21","1627",XOCHITLAN DE VICENTE SUAREZ
"21","1628",YAONAHUAC
"21","1629",ZACAPOAXTLA
"21","1630",ZAPOTITLAN DE MENDEZ
"21","1631",ZARAGOZA
"21","1632",ZONGOZOTLA
"21","1633",ZOQUIAPAN
"21","1634",ALJOJUCA
"21","1635",ATZITZINTLA
"21","1636",CUYOACO
"21","1637",CHALCHICOMULA DE SESMA
"21","1638",CHICHIQUILA
"21","1639",CHILCHOTLA
"21","1640",ESPERANZA
"21","1641",GUADALUPE VICTORIA
"21","1642",LAFRAGUA
"21","1643",LIBRES
"21","1644",MAZAPILTEPEC DE JUAREZ
"21","1645",CAÑADA MORELOS
"21","1646",NOPALUCAN
"21","1647",OCOTEPEC
"21","1648",ORIENTAL
"21","1649",QUIMIXTLAN
"21","1650",RAFAEL LARA GRAJALES
"21","1651",SAN JOSE CHIAPA
"21","1652",SAN JUAN ATENCO
"21","1653",SAN NICOLAS BUENOS AIRES
"21","1654",SAN SALVADOR EL SECO
"21","1655",SOLTEPEC
"21","1656",TEPEYAHUALCO
"21","1657",TLACHICHUCA
"21","1658",ZAUTLA
"21","1659",ATLIXCO
"21","1660",ATZITZIHUACAN
"21","1661",CALPAN
"21","1662",CORONANGO
"21","1663",CUAUTLANCINGO
"21","1664",CHIAUTZINGO
"21","1665",HUAQUECHULA
"21","1666",HUEJOTZINGO
"21","1667",JUAN C. BONILLA
"21","1668",NEALTICAN
"21","1669",OCOYUCAN
"21","1670",SAN ANDRES CHOLULA
"21","1671",SAN DIEGO LA MESA TOCHIMILTZINGO
"21","1672",SAN FELIPE TEOTLALCINGO
"21","1673",SAN GREGORIO ATZOMPA
"21","1674",SAN JERONIMO TECUANIPAN
"21","1675",SAN MARTIN TEXMELUCAN
"21","1676",SAN MATIAS TLALANCALECA
"21","1677",SAN MIGUEL XOXTLA
"21","1678",SAN NICOLAS DE LOS RANCHOS
"21","1679",SAN PEDRO CHOLULA
"21","1680",SAN SALVADOR EL VERDE
"21","1681",SANTA ISABEL CHOLULA
"21","1682",TIANGUISMANALCO
"21","1683",TLAHUAPAN
"21","1684",TLALTENANGO
"21","1685",TOCHIMILCO
"21","1686",DOMINGO ARENAS
"21","1687",PUEBLA
"21","1688",ACTEOPAN
"21","1689",AHUATLAN
"21","1690",ATZALA
"21","1691",COATZINGO
"21","1692",COHETZALA
"21","1693",COHUECAN
"21","1694",CHIAUTLA
"21","1695",CHIETLA
"21","1696",EPATLAN
"21","1697",HUEHUETLAN EL CHICO
"21","1698",IXCAMILPA DE GUERRERO
"21","1699",IZUCAR DE MATAMOROS
"21","1700",JOLALPAN
"21","1701",JONOTLA
"21","1702",SAN MARTIN TOTOLTEPEC
"21","1703",HUEHUETLAN EL GRANDE
"21","1704",TEOPANTLAN
"21","1705",TEOTLALCO
"21","1706",TEPEMAXALCO
"21","1707",TEPEOJUMA
"21","1708",TEPEXCO
"21","1709",TILAPA
"21","1710",TLAPANALA
"21","1711",XOCHILTEPEC
"21","1712",ACATLAN
"21","1713",AHUEHUETITLA
"21","1714",ALBINO ZERTUCHE
"21","1715",AXUTLA
"21","1716",CUAYUCA DE ANDRADE
"21","1717",CHILA
"21","1718",CHILA DE LA SAL
"21","1719",CHINANTLA
"21","1720",GUADALUPE
"21","1721",PETLALCINGO
"21","1722",PIAXTLA
"21","1723",SAN JERONIMO XAYACATLAN
"21","1724",SAN MIGUEL IXITLAN
"21","1725",SAN PABLO ANICANO
"21","1726",SAN PEDRO YELOIXTLAHUACA
"21","1727",TECOMATLAN
"21","1728",TEHUITZINGO
"21","1729",TOTOLTEPEC DE GUERRERO
"21","1730",TULCINGO
"21","1731",XAYACATLAN DE BRAVO
"21","1732",XICOTLAN
"21","1733",ACAJETE
"21","1734",ACATZINGO
"21","1735",AMOZOC
"21","1736",ATEXCAL
"21","1737",ATOYATEMPAN
"21","1738",COYOTEPEC
"21","1739",CUAPIAXTLA DE MADERO
"21","1740",CUAUTINCHAN
"21","1741",CHIGMECATITLAN
"21","1742",GENERAL FELIPE ANGELES
"21","1743",HUATLATLAUCA
"21","1744",HUITZILTEPEC
"21","1745",IXCAQUIXTLA
"21","1746",JUAN N. MENDEZ
"21","1747","MAGDALENA TLATLAUQUITEPEC, LA"
"21","1748",MIXTLA
"21","1749",MOLCAXAC
"21","1750",PALMAR DE BRAVO
"21","1751",QUECHOLAC
"21","1752","REYES DE JUAREZ, LOS"
"21","1753",SAN JUAN ATZOMPA
"21","1754",SAN SALVADOR HUIXCOLOTLA
"21","1755",SANTA CATARINA TLALTEMPAN
"21","1756",SANTA INES AHUATEMPAN
"21","1757",SANTO TOMAS HUEYOTLIPAN
"21","1758",TECALI DE HERRERA
"21","1759",TECAMACHALCO
"21","1760",TEPATLAXCO DE HIDALGO
"21","1761",TEPEACA
"21","1762",TEPEXI DE RODRIGUEZ
"21","1763",TEPEYAHUALCO DE CUAUHTEMOC
"21","1764",TLACOTEPEC DE BENITO JUAREZ
"21","1765",TLANEPANTLA
"21","1766",TOCHTEPEC
"21","1767",TZICATLACOYAN
"21","1768",XOCHITLAN TODOS SANTOS
"21","1769",YEHUALTEPEC
"21","1770",ZACAPALA
"21","1771",AJALPAN
"21","1772",ALTEPEXI
"21","1773",CALTEPEC
"21","1774",COXCATLAN
"21","1775",COYOMEAPAN
"21","1776",CHAPULCO
"21","1777",ELOXOCHITLAN
"21","1778",NICOLAS BRAVO
"21","1779",SAN ANTONIO CAÑADA
"21","1780",SAN GABRIEL CHILAC
"21","1781",SAN SEBASTIAN TLACOTEPEC
"21","1782",SANTIAGO MIAHUATLAN
"21","1783",TEHUACAN
"21","1784",TEPANCO DE LOPEZ
"21","1785",VICENTE GUERRERO
"21","1786",ZAPOTITLAN
"21","1787",ZINACATEPEC
"21","1788",ZOQUITLAN
"21","1789",SE IGNORA
"22","1790",CORREGIDORA
"22","1791",HUIMILPAN
"22","1792","MARQUES, EL"
"22","1793",QUERETARO
"22","1794",AMEALCO DE BONFIL
"22","1795",COLON
"22","1796",PEDRO ESCOBEDO
"22","1797",SAN JUAN DEL RIO
"22","1798",TEQUISQUIAPAN
"22","1799",CADEREYTA DE MONTES
"22","1800",EZEQUIEL MONTES
"22","1801",PEÑAMILLER
"22","1802",SAN JOAQUIN
"22","1803",TOLIMAN
"22","1804",PINAL DE AMOLES
"22","1805",ARROYO SECO
"22","1806",JALPAN DE SERRA
"22","1807",LANDA DE MATAMOROS
"22","1808",SE IGNORA
"23","1809",NO ESPECIFICADO
"23","1810",OTHON P. BLANCO
"23","1811",COZUMEL
"23","1812",ISLA MUJERES
"23","1813",BENITO JUAREZ
"23","1814",LAZARO CARDENAS
"23","1815",SOLIDARIDAD
"23","1816",FELIPE CARRILLO PUERTO
"23","1817",JOSE MARIA MORELOS
"23","1818",SE IGNORA
"24","1819",AHUALULCO
"24","1820",MEXQUITIC DE CARMONA
"24","1821",MOCTEZUMA
"24","1822",SALINAS
"24","1823",SAN LUIS POTOSI
"24","1824",VILLA DE ARRIAGA
"24","1825",VILLA DE RAMOS
"24","1826",VILLA DE REYES
"24","1827",CATORCE
"24","1828",CEDRAL
"24","1829",CHARCAS
"24","1830",MATEHUALA
"24","1831",SANTO DOMINGO
"24","1832",VANEGAS
"24","1833",VENADO
"24","1834",VILLA DE GUADALUPE
"24","1835",VILLA DE LA PAZ
"24","1836",ARMADILLO DE LOS INFANTE
"24","1837",CERRITOS
"24","1838",CERRO DE SAN PEDRO
"24","1839",GUADALCAZAR
"24","1840",SAN NICOLAS TOLENTINO
"24","1841",SANTA MARIA DEL RIO
"24","1842",SOLEDAD DE GRACIANO SANCHEZ
"24","1843",TIERRANUEVA
"24","1844",VILLA HIDALGO
"24","1845",VILLA JUAREZ
"24","1846",ZARAGOZA
"24","1847",VILLA DE ARISTA
"24","1848",ALAQUINES
"24","1849",CARDENAS
"24","1850",CIUDAD DEL MAIZ
"24","1851",CIUDAD FERNANDEZ
"24","1852",LAGUNILLAS
"24","1853",RAYON
"24","1854",RIOVERDE
"24","1855",SAN CIRO DE ACOSTA
"24","1856",SANTA CATARINA
"24","1857",AQUISMON
"24","1858",CIUDAD VALLES
"24","1859",EBANO
"24","1860",SAN VICENTE TANCUAYALAB
"24","1861",TAMASOPO
"24","1862",TAMUIN
"24","1863",TANLAJAS
"24","1864",TANQUIAN DE ESCOBEDO
"24","1865","NARANJO, EL"
"24","1866",TANCANHUITZ DE SANTOS
"24","1867",COXCATLAN
"24","1868",HUEHUETLAN
"24","1869",SAN ANTONIO
"24","1870",SAN MARTIN CHALCHICUAUTLA
"24","1871",TAMAZUNCHALE
"24","1872",TAMPACAN
"24","1873",TAMPAMOLON CORONA
"24","1874",AXTLA DE TERRAZAS
"24","1875",XILITLA
"24","1876",MATLAPA
"24","1877",SE IGNORA
"25","1878",AHOME
"25","1879",CHOIX
"25","1880",FUERTE
"25","1881",GUASAVE
"25","1882",SINALOA
"25","1883",ANGOSTURA
"25","1884",MOCORITO
"25","1885",SALVADOR ALVARADO
"25","1886",BADIRAGUATO
"25","1887",COSALA
"25","1888",CULIACAN
"25","1889",ELOTA
"25","1890",NAVOLATO
"25","1891",CONCORDIA
"25","1892",MAZATLAN
"25","1893",SAN IGNACIO
"25","1894",ESCUINAPA
"25","1895",ROSARIO
"25","1896",SE IGNORA
"26","1897",ACONCHI
"26","1898",ARIVECHI
"26","1899",BACADEHUACHI
"26","1900",BACANORA
"26","1901",BANAMICHI
"26","1902",BAVIACORA
"26","1903",CARBO
"26","1904","COLORADA, LA"
"26","1905",CUMPAS
"26","1906",DIVISADEROS
"26","1907",GRANADOS
"26","1908",HERMOSILLO
"26","1909",HUASABAS
"26","1910",HUEPAC
"26","1911",MAZATAN
"26","1912",MOCTEZUMA
"26","1913",NACORI CHICO
"26","1914",NACOZARI DE GARCIA
"26","1915",ONAVAS
"26","1916",OPODEPE
"26","1917",PITIQUITO
"26","1918",RAYON
"26","1919",SAHUARIPA
"26","1920",SAN FELIPE DE JESUS
"26","1921",SAN JAVIER
"26","1922",SAN MIGUEL DE HORCASITAS
"26","1923",SAN PEDRO DE LA CUEVA
"26","1924",SOYOPA
"26","1925",SUAQUI GRANDE
"26","1926",TEPACHE
"26","1927",URES
"26","1928",VILLA HIDALGO
"26","1929",VILLA PESQUEIRA
"26","1930",ALTAR
"26","1931",ATIL
"26","1932",CABORCA
"26","1933",OQUITOA
"26","1934",PUERTO PEÑASCO
"26","1935",SAN LUIS RIO COLORADO
"26","1936",SARIC
"26","1937",TUBUTAMA
"26","1938",GENERAL PLUTARCO ELIAS CALLES
"26","1939",AGUA PRIETA
"26","1940",ARIZPE
"26","1941",BACERAC
"26","1942",BACOACHI
"26","1943",BAVISPE
"26","1944",BENJAMIN HILL
"26","1945",CANANEA
"26","1946",CUCURPE
"26","1947",FRONTERAS
"26","1948",HUACHINERA
"26","1949",IMURIS
"26","1950",MAGDALENA
"26","1951",NACO
"26","1952",NOGALES
"26","1953",SANTA ANA
"26","1954",SANTA CRUZ
"26","1955",TRINCHERAS
"26","1956",BACUM
"26","1957",CAJEME
"26","1958",EMPALME
"26","1959",GUAYMAS
"26","1960",QUIRIEGO
"26","1961",ROSARIO
"26","1962",YECORA
"26","1963",SAN IGNACIO RIO MUERTO
"26","1964",ALAMOS
"26","1965",ETCHOJOA
"26","1966",HUATABAMPO
"26","1967",NAVOJOA
"26","1968",BENITO JUAREZ
"26","1969",SE IGNORA
"27","1970",BALANCAN
"27","1971",CARDENAS
"27","1972",CENTLA
"27","1973",CENTRO
"27","1974",COMALCALCO
"27","1975",CUNDUACAN
"27","1976",EMILIANO ZAPATA
"27","1977",HUIMANGUILLO
"27","1978",JALAPA
"27","1979",JALPA DE MENDEZ
"27","1980",JONUTA
"27","1981",MACUSPANA
"27","1982",NACAJUCA
"27","1983",PARAISO
"27","1984",TACOTALPA
"27","1985",TEAPA
"27","1986",TENOSIQUE
"27","1987",SE IGNORA
"28","1988",ABASOLO
"28","1989",CASAS
"28","1990",G?EMEZ
"28","1991",HIDALGO
"28","1992",JIMENEZ
"28","1993",LLERA
"28","1994",MAINERO
"28","1995",PADILLA
"28","1996",SAN CARLOS
"28","1997",SAN NICOLAS
"28","1998",SOTO LA MARINA
"28","1999",VICTORIA
"28","2000",VILLAGRAN
"28","2001",ALDAMA
"28","2002",ALTAMIRA
"28","2003",CIUDAD MADERO
"28","2004",GONZALEZ
"28","2005",TAMPICO
"28","2006",MATAMOROS
"28","2007",VALLE HERMOSO
"28","2008",CAMARGO
"28","2009",GUSTAVO DIAZ ORDAZ
"28","2010",REYNOSA
"28","2011",RIO BRAVO
"28","2012",GUERRERO
"28","2013",MIER
"28","2014",MIGUEL ALEMAN
"28","2015",NUEVO LAREDO
"28","2016",ANTIGUO MORELOS
"28","2017",GOMEZ FARIAS
"28","2018","MANTE,EL"
"28","2019",NUEVO MORELOS
"28","2020",OCAMPO
"28","2021",XICOTENCATL
"28","2022",BURGOS
"28","2023",CRUILLAS
"28","2024",MENDEZ
"28","2025",SAN FERNANDO
"28","2026",BUSTAMANTE
"28","2027",JAUMAVE
"28","2028",MIQUIHUANA
"28","2029",PALMILLAS
"28","2030",TULA
"28","2031",SE IGNORA
"29","2032",AMAXAC DE GUERRERO
"29","2033",APETATITLAN DE ANTONIO CARVAJAL
"29","2034",CHIAUTEMPAN
"29","2035",IXTACUIXTLA DE MARIANO MATAMOROS
"29","2036",MAZATECOCHCO DE JOSE MARIA MORELOS
"29","2037",CONTLA DE JUAN CUAMATZI
"29","2038",TEPETITLA DE LARDIZABAL
"29","2039",ACUAMANALA DE MIGUEL HIDALGO
"29","2040",NATIVITAS
"29","2041",PANOTLA
"29","2042",SAN PABLO DEL MONTE
"29","2043",SANTA CRUZ TLAXCALA
"29","2044",TENANCINGO
"29","2045",TEOLOCHOLCO
"29","2046",TEPEYANCO
"29","2047",TETLATLAHUCA
"29","2048",TLAXCALA
"29","2049",TOTOLAC
"29","2050",PAPALOTLA DE XICOHTENCATL
"29","2051",XICOTZINGO
"29","2052",ZACATELCO
"29","2053",LA MAGDALENA TLALTELULCO
"29","2054",SAN DAMIAN TEXOLOC
"29","2055",SAN FRANCISCO TETLANOHCAN
"29","2056",SAN JERONIMO ZACUALPAN
"29","2057",SAN JUAN HUACTZINCO
"29","2058",SAN LORENZO AXOCOMANITLA
"29","2059",SANTA ANA NOPALUCAN
"29","2060",SANTA APOLONIA TEACALCO
"29","2061",SANTA CATARINA AYOMETLA
"29","2062",SANTA CRUZ QUILETLA
"29","2063",SANTA ISABEL XILOXOXTLA
"29","2064",ALTZAYANCA
"29","2065","CARMEN TEQUEXQUITLA, EL"
"29","2066",CUAPIAXTLA
"29","2067",HUAMANTLA
"29","2068",IXTENCO
"29","2069",TERRENATE
"29","2070",TOCATLAN
"29","2071",ZITLALTEPEC DE TRINIDAD SANCHEZ S.
"29","2072",TZOMPANTEPEC
"29","2073",EMILIANO ZAPATA
"29","2074",LAZARO CARDENAS
"29","2075",SAN JOSE TEACALCO
"29","2076",ATLANGATEPEC
"29","2077",APIZACO
"29","2078",CALPULALPAN
"29","2079",CUAXOMULCO
"29","2080",MUÑOZ DE DOMINGO ARENAS
"29","2081",ESPAÑITA
"29","2082",HUEYOTLIPAN
"29","2083",SANCTORUM DE LAZARO CARDENAS
"29","2084",NANACAMILPA DE MARIANO ARISTA
"29","2085",TETLA
"29","2086",TLAXCO
"29","2087",XALOZTOC
"29","2088",XALTOCAN
"29","2089",YAUHQUEMEHCAN
"29","2090",BENITO JUAREZ
"29","2091",SAN LUCAS TECOPILCO
"29","2092",SE IGNORA
"30","2093",BENITO JUAREZ
"30","2094",CHALMA
"30","2095",CHICONAMEL
"30","2096",CHICONTEPEC
"30","2097",OZULUAMA
"30","2098",PANUCO
"30","2099",PLATON SANCHEZ
"30","2100",PUEBLO VIEJO
"30","2101",TAMPICO ALTO
"30","2102",TANTOYUCA
"30","2103",TEMPOAL
"30","2104","HIGO, EL"
"30","2105",AMATLAN TUXPAN
"30","2106",CERRO AZUL
"30","2107",CITLALTEPETL
"30","2108",CHINAMPA DE GOROSTIZA
"30","2109",CHONTLA
"30","2110",IXCATEPEC
"30","2111",TAMALIN
"30","2112",TAMIAHUA
"30","2113",TANCOCO
"30","2114",TANTIMA
"30","2115",TEMAPACHE
"30","2116",TEPETZINTLA
"30","2117",TUXPAM
"30","2118",CAZONES DE HERRERA
"30","2119",COAHUITLAN
"30","2120",COATZINTLA
"30","2121",COXQUIHUI
"30","2122",COYUTLA
"30","2123",CHUMATLAN
"30","2124",ESPINAL
"30","2125",FILOMENO MATA
"30","2126",HUAYACOCOTLA
"30","2127",ILAMATLAN
"30","2128",IXHUATLAN DE MADERO
"30","2129",MECATLAN
"30","2130",PAPANTLA
"30","2131",POZA RICA DE HIDALGO
"30","2132",CASTILLO DE TEAYO
"30","2133",TEXCATEPEC
"30","2134",TIHUATLAN
"30","2135",TLACHICHILCO
"30","2136",ZACUALPAN
"30","2137",ZONTECOMATLAN
"30","2138",ZOZOCOLCO DE HIDALGO
"30","2139",ATZALAN
"30","2140",COLIPA
"30","2141",GUTIERREZ ZAMORA
"30","2142",JALACINGO
"30","2143",JUCHIQUE DE FERRER
"30","2144",MARTINEZ DE LA TORRE
"30","2145",MISANTLA
"30","2146",NAUTLA
"30","2147",TECOLUTLA
"30","2148",TENOCHTITLAN
"30","2149",TLAPACOYAN
"30","2150",VEGA DE ALATORRE
"30","2151",YECUATLA
"30","2152",ACAJETE
"30","2153",ACATLAN
"30","2154",ACTOPAN
"30","2155",ALTO LUCERO
"30","2156",ALTOTONGA
"30","2157",APAZAPAN
"30","2158",TLALTETELA
"30","2159",AYAHUALULCO
"30","2160",BANDERILLA
"30","2161",COACOATZINTLA
"30","2162",COATEPEC
"30","2163",COSAUTLAN DE CARVAJAL
"30","2164",CHICONQUIACO
"30","2165",EMILIANO ZAPATA
"30","2166",IXHUACAN DE LOS REYES
"30","2167",XALAPA
"30","2168",JALCOMULCO
"30","2169",XICO
"30","2170",JILOTEPEC
"30","2171",LANDERO Y COSS
"30","2172",MIAHUATLAN
"30","2173","MINAS, LAS"
"30","2174",NAOLINCO
"30","2175",PEROTE
"30","2176","VIGAS DE RAMIREZ, LAS"
"30","2177",TATATILA
"30","2178",TEOCELO
"30","2179",TEPETLAN
"30","2180",TLACOLULAN
"30","2181",TLALNELHUAYOCAN
"30","2182",TONAYAN
"30","2183",VILLA ALDAMA
"30","2184",CAMARON DE TEJEDA
"30","2185",ALPATLAHUAC
"30","2186",AMATLAN DE LOS REYES
"30","2187",ATOYAC
"30","2188",CALCAHUALCO
"30","2189",CARRILLO PUERTO
"30","2190",COETZALA
"30","2191",COMAPA
"30","2192",CORDOBA
"30","2193",COSCOMATEPEC
"30","2194",CUICHAPA
"30","2195",CUITLAHUAC
"30","2196",CHOCAMAN
"30","2197",FORTIN
"30","2198",HUATUSCO
"30","2199",IXHUATLAN DEL CAFE
"30","2200",NARANJAL
"30","2201",OMEALCA
"30","2202",PASO DEL MACHO
"30","2203",RAFAEL LUCIO
"30","2204",SOCHIAPA
"30","2205",TENAMPA
"30","2206",TEPATLAXCO
"30","2207",TEZONAPA
"30","2208",TLACOTEPEC DE MEJIA
"30","2209",TOMATLAN
"30","2210",TOTUTLA
"30","2211",YANGA
"30","2212",ZENTLA
"30","2213",ACULTZINGO
"30","2214",AQUILA
"30","2215",ASTACINGA
"30","2216",ATLAHUILCO
"30","2217",ATZACAN
"30","2218",CAMERINO Z. MENDOZA
"30","2219",HUILOAPAN DE CUAUHTEMOC
"30","2220",IXHUATLANCILLO
"30","2221",IXTACZOQUITLAN
"30","2222",MAGDALENA
"30","2223",MALTRATA
"30","2224",MARIANO ESCOBEDO
"30","2225",MIXTLA DE ALTAMIRANO
"30","2226",NOGALES
"30","2227",ORIZABA
"30","2228","PERLA, LA"
"30","2229",RAFAEL DELGADO
"30","2230","REYES, LOS"
"30","2231",RIO BLANCO
"30","2232",SAN ANDRES TENEJAPAN
"30","2233",SOLEDAD ATZOMPA
"30","2234",TEHUIPANGO
"30","2235",TEQUILA
"30","2236",TEXHUACAN
"30","2237",TLAQUILPAN
"30","2238",TLILAPAN
"30","2239",XOXOCOTLA
"30","2240",ZONGOLICA
